,X.x,kingdom,phylum,class,order,family,genus,scientific_name,sl_mm,sl_sex,sl_ref,tl_mm,tl_sex,tl_ref,fl_mm,fl_sex,fl_ref,dw_mm,dw_sex,dw_ref,max_weight_g,max_weight_ref,benthic,pelagic,benthopelagic,bathypelagic,pelagic.neritic,pelagic.oceanic,demersal,reef.associated,anadromous,catadromous,amphidromous,potamodromous,limnodromous,oceanodromous,non.migratory,freshwater,brackish,marine,use_fisheries,use_aquaculture,use_gamefish,use_bait,use_aquarium,use_ref,phylo_div,phylo_div_ref,troph_level,troph_level_se,troph_level_ref,resil,resil_ref,resil_K,resil_tm,resil_tmax,resil_fec,vulnerab,vulnerab_ref,price,price_ref,main_ref,IUCN_Status,Harvesting,Pollution,Energy_Production_and_Mining,Natural_System_Modification,Invasive_Species_and_Disease,Climate_Change,Development,Human_Disturbance,Transportation,Aquaculture_and_Agriculture,Other,Geological_Events
3089,3089,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus,Gymnoscopelus fraseri,88,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,minor commercial,,,,,4066,0.5039,82805,3.2,0.3,69278,1.4 - 4.4 years,120179,,,,,33,59153,high,80766,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3090,3090,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum choriodon,95,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,5182,0.5,82805,4.2,0.73,69278,1.4 - 4.4 years,120179,,,,,34,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3091,3091,Animalia,Chordata,Actinopteri,Lampriformes,Lampridae,Lampris,Lampris immaculatus,NA,,NA,1100,male/unsexed,6475,NA,,NA,NA,NA,NA,30000,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1,82805,4.4,0.7,69278,,120179,,,,,57,59153,,NA,5188,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3092,3092,Animalia,Chordata,Actinopteri,Pleuronectiformes,Achiropsettidae,Achiropsetta,Achiropsetta tricholepis,NA,,NA,390,male/unsexed,5000,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0625,82805,3.4,0.58,69278,,120179,,,,,28,59153,,NA,5000,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3093,3093,Animalia,Chordata,Actinopteri,Perciformes,Congiopodidae,Zanclorhynchus,Zanclorhynchus spinifer,NA,,NA,400,male/unsexed,5195,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,5195,0.752,82805,3.3,0.53,69278,,120179,,,,,29,59153,unknown,80766,5195,LC,1,0,0,0,0,0,0,0,0,0,0,0
3094,3094,Animalia,Chordata,Actinopteri,Perciformes,Bovichtidae,Bovichtus,Bovichtus chilensis,94,male/unsexed,11892,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,5199,0.5044,82805,3.4,0.2,69278,,120179,,,,,10,59153,,NA,33693,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3095,3095,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Sio,Sio nordenskjoldii,123,male/unsexed,5189,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,,,,,1,82805,3.5,0.4,69278,4.5 - 14 years,120179,,,,,56,59153,unknown,80766,5189,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3096,3096,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Holcomycteronus,Holcomycteronus brucei,307,male/unsexed,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,34024,0.5156,82805,3.6,0.6,69278,1.4 - 4.4 years,120179,,,,,36,59153,,NA,34024,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,3097,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum bolini,67,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5,82805,3,0,69278,less than 15 months,120179,,,,,28,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3098,3098,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus,Gymnoscopelus microlampas,117,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5039,82805,3,0,69278,1.4 - 4.4 years,120179,,,,,37,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3099,3099,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Paraliparis,Paraliparis obliquosus,NA,,NA,101,male/unsexed,47264,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,less than 15 months,120179,,,,,14,59153,,NA,47264,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,3100,Animalia,Chordata,Actinopteri,Perciformes,Channichthyidae,Champsocephalus,Champsocephalus esox,350,male/unsexed,5200,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,,,,,0.75,82805,3.9,0.65,69278,1.4 - 4.4 years,120179,,,,,40,59153,high,80766,2805,VU,1,0,0,0,1,1,0,0,0,0,0,0
3101,3101,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum normani,56,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,5182,0.5,82805,3.3,0.49,69278,less than 15 months,120179,,,,,25,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3102,3102,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus,Gymnoscopelus bolini,280,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,minor commercial,,,,,4066,0.5039,82805,3.3,0.47,69278,4.5 - 14 years,120179,,,,,57,59153,high,80766,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,3103,Animalia,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus hamiltoni,NA,,NA,500,male/unsexed,6602,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,6602,0.5001,82805,3.4,0.4,69278,,120179,,,,,41,59153,,NA,5175,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,3104,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum gemmatum,86,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.6,69278,1.4 - 4.4 years,120179,,,,,33,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,3105,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Hintonia,Hintonia candens,130,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,1,82805,3.2,0.4,69278,1.4 - 4.4 years,120179,,,,,38,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,3106,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum andriashevi,60,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,5182,0.5,82805,3.4,0.57,69278,less than 15 months,120179,,,,,27,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,3107,Animalia,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,Oneirodes notius,150,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,5186,0.5,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,36,59153,,NA,5186,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,3108,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,Astronesthes psychrolutes,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,30,59153,,NA,7300,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,3109,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus,Gymnoscopelus opisthopterus,162,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5039,82805,3.3,0.4,69278,1.4 - 4.4 years,120179,,,,,40,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3110,3110,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum luciferum,61,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.61,69278,less than 15 months,120179,,,,,26,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3111,3111,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Paraliparis,Paraliparis tompkinsae,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,less than 15 months,120179,,,,,26,59153,,NA,51661,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3112,3112,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum tenisoni,54,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,5182,0.5,82805,3.3,0.5,69278,less than 15 months,120179,,,,,25,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,3113,Animalia,Chordata,Actinopteri,Blenniiformes,Tripterygiidae,Helcogrammoides,Helcogrammoides antarcticus,NA,,NA,59,male/unsexed,5206,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.625,82805,3.3,0.2,69278,1.4 - 4.4 years,120179,,,,,10,59153,,NA,5206,DD,0,0,0,0,0,1,0,0,0,0,0,0
3114,3114,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona,Electrona paucirastra,70,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5312,82805,3.3,0.46,69278,less than 15 months,120179,,,,,29,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,3115,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Paraliparis,Paraliparis orcadensis,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.5,69278,less than 15 months,120179,,,,,26,59153,,NA,40966,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3116,3116,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona,Electrona subaspera,127,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,,,,,,,0.5312,82805,3.3,0.49,69278,1.4 - 4.4 years,120179,,,,,38,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,3117,Animalia,Chordata,Actinopteri,Pleuronectiformes,Achiropsettidae,Pseudomancopsetta,Pseudomancopsetta andriashevi,110,male/unsexed,5000,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0625,82805,3.4,0.5,69278,,120179,,,,,10,59153,,NA,5000,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,3118,Animalia,Chordata,Actinopteri,Perciformes,Bathydraconidae,Racovitzia,Racovitzia glacialis,240,male/unsexed,5192,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,5192,0.75,82805,3,0,69278,1.4 - 4.4 years,120179,,,,,19,59153,,NA,5192,LC,1,0,0,0,0,0,0,0,0,0,0,0
3119,3119,Animalia,Chordata,Actinopteri,Pleuronectiformes,Achiropsettidae,Neoachiropsetta,Neoachiropsetta milfordi,570,male/unsexed,5000,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0625,82805,3.9,0.62,69278,,120179,,,,,46,59153,,NA,5000,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3120,3120,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Paraliparis,Paraliparis operculosus,130,male/unsexed,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.4,0.5,69278,1.4 - 4.4 years,120179,,,,,23,59153,,NA,5196,DD,1,0,0,0,0,0,0,0,0,0,0,0
3121,3121,Animalia,Chordata,Actinopteri,Beryciformes,Cetomimidae,Gyrinomimus,Gyrinomimus andriashevi,232,male/unsexed,9791,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,5190,0.5312,82805,NA,NA,NA,1.4 - 4.4 years,120179,,,,,27,59153,,NA,5190,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,3122,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Gymnoscopelus,Gymnoscopelus nicholsi,161,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,minor commercial,,,,,4066,0.5039,82805,3.4,0.3,69278,1.4 - 4.4 years,120179,,,,,40,59153,high,80766,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3123,3123,Animalia,Chordata,Actinopteri,Perciformes,Artedidraconidae,Pogonophryne,Pogonophryne barsukovi,NA,,NA,250,male/unsexed,5181,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,,0.5,82805,3.3,0.5,69278,,120179,,,,,13,59153,,NA,5181,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,3124,Animalia,Chordata,Actinopteri,Aulopiformes,Anotopteridae,Anotopterus,Anotopterus vorax,1050,male/unsexed,31260,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.75,82805,4.5,0.8,69278,4.5 - 14 years,120179,,,,,45,59153,,NA,31260,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,3125,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Stomias gracilis,290,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.501,82805,4.1,0.7,69278,1.4 - 4.4 years,120179,,,,,39,59153,,NA,5169,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,3126,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Protomyctophum,Protomyctophum parallelum,50,male/unsexed,5182,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,of no interest,,,,,5182,0.5,82805,3.3,0.5,69278,less than 15 months,120179,,,,,23,59153,,NA,5182,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,3127,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Abyssobrotula,Abyssobrotula galatheae,165,male/unsexed,3686,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,34024,1,82805,3.5,0.6,69278,1.4 - 4.4 years,120179,,,,,23,59153,,NA,3686,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,3128,Animalia,Chordata,Actinopteri,Aulopiformes,Paralepididae,Paralepis,Paralepis speciosa,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5625,82805,3.2,0.36,69278,1.4 - 4.4 years,120179,,,,,40,59153,,NA,5759,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3129,3129,Animalia,Chordata,Actinopteri,Perciformes,Liparidae,Eutelichthys,Eutelichthys leptochirus,51,male/unsexed,4702,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,of no interest,,,,,,1,82805,3.2,0.6,69278,4.5 - 14 years,120179,,,,35-40,10,59153,,NA,4702,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,3130,Animalia,Chordata,Actinopteri,Blenniiformes,Blenniidae,Hypleurochilus,Hypleurochilus bananensis,105,male/unsexed,5298,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5005,82805,3.2,0.3,69278,less than 15 months,120179,,,,,23,59153,,NA,5298,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3131,3131,Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus regius,NA,,NA,200,male/unsexed,3397,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,minor commercial,,,,,,0.752,82805,3.8,0.7,69278,less than 15 months,120179,,,,,27,59153,very high,80766,3397,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,3132,Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Synapturichthys,Synapturichthys kleinii,NA,,NA,400,male/unsexed,3200,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,commercial,,,,,2683,1,82805,3.6,0.4,69278,1.4 - 4.4 years,120179,,,,,33,59153,very high,80766,5304,DD,1,0,0,0,0,0,0,0,0,0,0,0
3133,3133,Animalia,Chordata,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,Gigantactis ios,57,,NA,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.5,0.6,69278,,120179,,,,,10,59153,,NA,10761,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,3134,Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser persicus,NA,,NA,2300,male/unsexed,58888,NA,,NA,NA,NA,NA,7000,58888,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,commercial,,,,,,0.5,82805,3.7,0.59,69278,more than 14 years,120179,,,,,87,59153,unknown,80766,59043,CR,1,1,0,1,0,0,0,0,0,0,1,0
3135,3135,Animalia,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,NA,,NA,6100,male/unsexed,1998,NA,,NA,NA,NA,NA,816000,27436,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,commercial,commercial,yes,,,9988;12587;4699;9183,0.5,82805,3.3,0.1,69278,more than 14 years,120179,,Nov-34,,,87,59153,unknown,80766,5723,LC,1,1,0,1,1,1,0,0,0,0,0,0
3136,3136,Animalia,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Alburnus,Alburnus escherichii,84,male/unsexed,76902,NA,,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,,,,,,,0.5,82805,2.8,0.3,69278,1.4 - 4.4 years,120179,,,,,24,59153,,NA,33550,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,3137,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Brachyistius,Brachyistius frenatus,NA,,NA,220,male/unsexed,2850,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,public aquariums,9183,0.75,82805,3.5,0.5,69278,less than 15 months,120179,,,,,18,59153,,NA,2850,DD,0,0,0,0,0,1,0,0,0,0,1,0
3138,3138,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Oxyjulis,Oxyjulis californica,NA,,NA,250,male/unsexed,2850,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,commercial,,1,82805,3.1,0.4,69278,1.4 - 4.4 years,120179,,1,,,19,59153,,NA,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,3139,Animalia,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,NA,,NA,610,male/unsexed,27436,NA,,NA,NA,NA,NA,2100,27436,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,minor commercial,,yes,,public aquariums,4563;4699;9183,0.5159,82805,3.6,0.55,69278,1.4 - 4.4 years,120179,,5-Mar,,,48,59153,unknown,80766,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,3140,Animalia,Chordata,Actinopteri,Perciformes,Hexagrammidae,Hexagrammos,Hexagrammos lagocephalus,NA,,NA,610,male/unsexed,2850,NA,,NA,NA,NA,NA,830,40637,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,yes,,public aquariums,4699;9183,0.5159,82805,3.7,0.3,69278,1.4 - 4.4 years,120179,,3.5,,,54,59153,,NA,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,3141,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,Embiotoca lateralis,NA,,NA,380,male/unsexed,2850,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,commercial,,yes,,public aquariums,2850;2850;9183,0.75,82805,3.3,0.49,69278,1.4 - 4.4 years,120179,,3,,,39,59153,unknown,80766,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,3142,Animalia,Chordata,Actinopteri,Perciformes,Hexagrammidae,Oxylebius,Oxylebius pictus,NA,,NA,250,male/unsexed,4925,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,1.0002,82805,3.4,0.42,69278,1.4 - 4.4 years,120179,,2.5,8,"112,000",30,59153,,NA,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3143,3143,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,Embiotoca jacksoni,NA,,NA,390,male/unsexed,2850,NA,,NA,NA,NA,NA,700,2850,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.75,82805,3.3,0.38,69278,1.4 - 4.4 years,120179,,1.5,,,32,59153,,NA,2850,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,3144,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,Apogon axillaris,NA,,NA,150,male/unsexed,7321,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,0.5,82805,3.6,0.5,69278,less than 15 months,120179,,,,,14,59153,,NA,7321,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
